author_name	lastname	forename	person_ID	faculty	institution	institution_long
Kaderali L	Kaderali	Lars	FIS_65282	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Harnisch J	NN	NN	FIS_65521	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Clausnitzer D	NN	NN	FIS_32525	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Lauber C	NN	NN	FIS_65522	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Lauber C	NN	NN	FIS_65519	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Matos M	NN	NN	FIS_65538	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Knapp B	NN	NN	FIS_65539	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Amberkar S	NN	NN	FIS_65668	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Kiani N	NN	NN	FIS_65613	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Barry J	NN	NN	FIS_65622	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Knapp B	NN	NN	FIS_65638	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Clausznitzer D	NN	NN	FIS_65487	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Budde C	Budde	Christoph	FIS_1743	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Fritz H	NN	NN	FIS_31625	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Küster I	NN	NN	FIS_49773	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Bremert T	Bremert	Thomas	FIS_468	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Mielke D	NN	NN	FIS_64129	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Strobel L	NN	NN	FIS_57612	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Knigge S	Knigge	Stephan	FIS_946	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Schwarzer P	NN	NN	FIS_65760	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Helm M	NN	NN	FIS_65761	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Gross S	NN	NN	FIS_65763	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Fenske B	Fenske	Benjamin	FIS_70222	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Kische H	NN	NN	FIS_31674	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Malsch C	Malsch	Carolin	FIS_47234	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Liebscher V	Liebscher	Hans Volkmar	FIS_22226	Mathematisch-Naturwissenschaftliche Fakultät	Mathematik und Informatik	Institut für Mathematik und Informatik / AG Algebra und funktionalanalytische Anwendungen
Engelmann B	NN	NN	FIS_47254	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Bischof J	NN	NN	FIS_47663	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Kaduk W	Kaduk	Wolfram	FIS_598	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
Reuter S	Böhm	Susanne	FIS_3293	Universitätsmedizin Greifswald	Universitätsapotheke	Universitätsapotheke
Nemschokmichal S	Nemschokmichal	Sebastian	FIS_34563	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
Schaffrath G	NN	NN	FIS_65804	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Esche J	NN	NN	FIS_63989	Universitätsmedizin Greifswald	Humangenetik	Institut für Humangenetik
Lipke E	NN	NN	FIS_40073	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Allgemeine und Systematische Zoologie
Uhl G	Uhl	Gabriele	FIS_41797	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Allgemeine und Systematische Zoologie
Piontek K	NN	NN	FIS_1519	Universitätsmedizin Greifswald	Medizinische Psychologie	Institut für Medizinische Psychologie
Lendeckel D	NN	NN	FIS_64946	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Eymann C	NN	NN	FIS_65874	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Emicke P	NN	NN	FIS_65875	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
O'Neil S	NN	NN	FIS_65876	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Mansurova M	NN	NN	FIS_57044	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
Witte T	NN	NN	FIS_65927	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Pooch A	Pooch	Andrea	FIS_51102	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Albuerne K	Albuerne	Kerstin	FIS_27622	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Mahajan U	NN	NN	FIS_65930	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Maertin S	NN	NN	FIS_2269	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Repp K	NN	NN	FIS_2086	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Ittermann T	NN	NN	FIS_57464	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Völzke H	NN	NN	FIS_57473	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Weckmann G	NN	NN	FIS_27432	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Allgemeinmedizin
Biebler K	NN	NN	FIS_2197	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Milnikel M	NN	NN	FIS_66044	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik
von der Ehe M	NN	NN	FIS_47690	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik
Pilo G	NN	NN	FIS_66068	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Joseph C	NN	NN	FIS_1934	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Mela M	NN	NN	FIS_66069	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Kroeger N	NN	NN	FIS_60206	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Pilo M	NN	NN	FIS_64752	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Sini M	NN	NN	FIS_19992	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Leutenantsmeyer J	NN	NN	FIS_61681	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
Lauenstein P	NN	NN	FIS_1129	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
Döring P	NN	NN	FIS_66093	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Zbarsky V	NN	NN	FIS_56947	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
Schäfer R	NN	NN	FIS_66120	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
Seibt M	NN	NN	FIS_61084	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
Tönnies K	NN	NN	FIS_22225	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Balau V	NN	NN	FIS_3622	Universitätsmedizin Greifswald	FLI Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
Sierocinski E	NN	NN	FIS_66148	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine
Bhardwaj G	Bhardwaj	Gourav	FIS_25810	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Jouni R	NN	NN	FIS_71071	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Khadour A	NN	NN	FIS_59035	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Wesche J	NN	NN	FIS_62582	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Brandt S	NN	NN	FIS_66169	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Delcea M	NN	NN	FIS_65307	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Greinacher A	NN	NN	FIS_62570	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Jatzlauk G	NN	NN	FIS_53570	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Strobel U	Strobel	Ulrike	FIS_2869	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Prof. Dr. Klüter H	NN	NN	FIS_66124	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Regionale Geographie
Hackbarth C	Hackbarth	Christine	FIS_31331	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Schulze A	NN	NN	FIS_47507	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Hietkamp B	NN	NN	FIS_66196	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Jaax M	Jaax	Miriam	FIS_45912	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Gibb S	Gibb	Sebastian	FIS_57609	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Schneider F	NN	NN	FIS_48390	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Klinische Pharmakologie
Roustom T	NN	NN	FIS_45904	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Klinische Pharmakologie
Niendorf M	Niendorf	Mathias	FIS_49180	Philosophische Fakultät	Geschichte	Historisches Institut / LS für Osteuropäische Geschichte
Pantermöller M	Pantermöller	Marko	FIS_49134	Philosophische Fakultät	Fennistik und Skandinavistik	Institut für Fennistik und Skandinavistik / LS für Fennistik
Geiger R	NN	NN	FIS_66219	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Reim E	NN	NN	FIS_64232	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Zielke L	NN	NN	FIS_66220	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Gillen E	NN	NN	FIS_66221	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Hahn S	NN	NN	FIS_66222	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Pape J	NN	NN	FIS_66223	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Kehl T	NN	NN	FIS_45112	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Kehl A	NN	NN	FIS_66227	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Ozanne S	NN	NN	FIS_66235	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Partecke L	NN	NN	FIS_66289	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
North M	North	Michael	FIS_49070	Philosophische Fakultät	Geschichte	Historisches Institut / LS für Allgemeine Geschichte der Neuzeit
Kaul A	NN	NN	FIS_71016	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Riedel K	NN	NN	FIS_65072	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie
Plate K	NN	NN	FIS_54634	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics
Lamp S	Lamp	Sophia	FIS_17996	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Schüller M	NN	NN	FIS_53576	Universitätsmedizin Greifswald	Medizinisches Leistungsmanagement	Abt. Medizinisches Leistungsmanagement
Brehmer B	NN	NN	FIS_49295	Philosophische Fakultät	Slawistik	Institut für Slawistik / LS für Slawische Sprachwissenschaft
Hackmann J	Hackmann	Jörg	FIS_49081	Philosophische Fakultät	Geschichte	Historisches Institut / LS für Osteuropäische Geschichte
Ponnudurai R	NN	NN	FIS_66584	Mathematisch-Naturwissenschaftliche Fakultät	Pharmazie	Institut für Pharmazie
Schweder T	NN	NN	FIS_60305	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics
Muntel J	NN	NN	FIS_32140	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie
Nölker R	NN	NN	FIS_56398	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie
Hentschker C	NN	NN	FIS_45083	Mathematisch-Naturwissenschaftliche Fakultät	Mikrobiologie	Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics
Ohlendieck K	NN	NN	FIS_50348	Universitätsmedizin Greifswald	Pathophysiologie	Institut für Pathophysiologie
Oldach R	NN	NN	FIS_66040	Philosophische Fakultät	Geschichte	Historisches Institut / LS für Nordische Geschichte
Ryll S	NN	NN	FIS_30828	Universitätsmedizin Greifswald	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
Hoferichter F	Hoferichter	Frances	FIS_70195	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
Raufelder D	Raufelder	Diana	FIS_65741	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
Ringeisen T	NN	NN	FIS_66680	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
Bakadorova O	NN	NN	FIS_65425	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
Schäfer P	Schäfer	Pavla	FIS_49266	Philosophische Fakultät	Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
Arendt B	Arendt	Birte	FIS_49156	Philosophische Fakultät	Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
Rehberg S	NN	NN	FIS_62353	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Vollmer M	Vollmer	Marcus	FIS_62357	Mathematisch-Naturwissenschaftliche Fakultät	Mathematik und Informatik	Institut für Mathematik und Informatik / AG Stochastik-Fraktale
Gerber M	NN	NN	FIS_26644	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Guderian L	NN	NN	FIS_64748	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Nordengrün M	NN	NN	FIS_58302	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
Broeker B	NN	NN	FIS_53450	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
Sundaramoorthy N	NN	NN	FIS_25811	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Kloppot P	NN	NN	FIS_45072	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Stoffwechselbiochemie / Metabolomics
Braun F	NN	NN	FIS_67024	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Thomas S	NN	NN	FIS_46056	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Gand C	NN	NN	FIS_31335	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Siewert U	NN	NN	FIS_63840	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
