;author_name;person_ID;inst_ID;institution_long;faculty_ID;faculty;lastname;forename;institution
2402;Herzer R;6;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
2404;Berneiser J;1612;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
2406;Bombach P;2496;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
2407;Gasse C;45878;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
2414;Kowalski M;27417;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
2426;Quooß A;3539;25;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde;1;Universitätsmedizin Greifswald;Amlang;Alexandra;Zentrum für Zahn-, Mund- und Kieferheilkunde
2445;Schipf S;57467;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
2451;Aumann N;1282;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;Werner;Nicole;Institut für Community Medicine
2457;Matthes M;3569;36;Klinik und Poliklinik für Neurochirurgie;1;Universitätsmedizin Greifswald;Matthes;Marc;Klinik und Poliklinik für Neurochirurgie
2458;El Damaty A;58307;36;Klinik und Poliklinik für Neurochirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurochirurgie
2460;Baldauf J;1068;36;Klinik und Poliklinik für Neurochirurgie;1;Universitätsmedizin Greifswald;Baldauf;Jörg;Klinik und Poliklinik für Neurochirurgie
2468;Müller J;389;36;Klinik und Poliklinik für Neurochirurgie;1;Universitätsmedizin Greifswald;Müller;Jan-Uwe;Klinik und Poliklinik für Neurochirurgie
2471;Baumann S;2150;57;Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
2472;Haberecht K;17991;57;Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
2473;Schnuerer I;29460;57;Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
2490;Graf T;22091;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2491;Bexten M;59226;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2494;Scheuch E;1157;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2495;Methling K;35992;226;Institut für Biochemie / AG Stoffwechselbiochemie / Metabolomics;2;Mathematisch-Naturwissenschaftliche Fakultät;Methling;Karen;Institut für Biochemie
2496;Bednarski P;35220;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Bednarski;Patrick;Institut für Pharmazie
2501;Ostendorf K;1626;25;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde;1;Universitätsmedizin Greifswald;Ostendorf;Kristin;Zentrum für Zahn-, Mund- und Kieferheilkunde
2507;Matyash K;36066;219;Institut für Physik / AG Computational Science;2;Mathematisch-Naturwissenschaftliche Fakultät;Matyash;Konstantin;Institut für Physik
2510;Geiser J;45084;219;Institut für Physik / AG Computational Science;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Physik
2519;Seekamp A;31213;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;Dokter;Anne;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
2522;Schumacher G;3054;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2525;Penski J;1467;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2529;Wegner D;1389;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;Wegner;Danilo;Institut für Pharmakologie
2533;Engel A;1799;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
2541;Link A;34978;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Link;Andreas;Institut für Pharmazie
2547;Hahnenkamp K;57030;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;Hahnenkamp;Klaus;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
2548;Lemmerhirt H;45080;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
2555;Arnold A;854;16;Klinik und Poliklinik für Hautkrankheiten;1;Universitätsmedizin Greifswald;Arnold;Andreas;Klinik und Poliklinik für Hautkrankheiten
2572;Scharnweber T;38182;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;Scharnweber;Tobias;Institut für Botanik und Landschaftsökologie
2573;Wilmking M;44947;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;Wilmking;Martin;Institut für Botanik und Landschaftsökologie
2575;Beil I;44972;355;Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Beil;Ilka;Institut für Botanik und Landschaftsökologie
2582;Jain A;45013;232;Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
2583;Mayer M;45202;162;Institut für Geographie und Geologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Mayer;Marius;Institut für Geographie und Geologie
2589;von der Heyden M;1925;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
2591;Metelmann C;29795;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;Metelmann;Camilla Luise;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
2592;Metelmann B;29796;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;Metelmann;Bibiana Sophie;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
2618;Neumann M;45044;232;Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
2621;Klein S;44989;233;Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Klein;2;Mathematisch-Naturwissenschaftliche Fakultät;Klein;Sandra;Institut für Pharmazie
2627;Wilde L;45148;232;Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
2628;Hammerl M;45167;154;Institut für Mathematik und Informatik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
2641;Petruschka L;34860;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
2644;Neubert J;53582;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Radiologie
2648;Lindner K;45078;193;Institut für Psychologie / AG Physiologische und Klinische Psychologie/Psychotherapie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
2649;Wendt J;45214;193;Institut für Psychologie / AG Physiologische und Klinische Psychologie/Psychotherapie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
2652;Golchert J;57604;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
2658;Pané-Farré C;44918;193;Institut für Psychologie / AG Physiologische und Klinische Psychologie/Psychotherapie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
2659;Richter J;45190;193;Institut für Psychologie / AG Physiologische und Klinische Psychologie/Psychotherapie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
2662;Weymar M;45219;193;Institut für Psychologie / AG Physiologische und Klinische Psychologie/Psychotherapie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
2673;Löw A;44966;193;Institut für Psychologie / AG Physiologische und Klinische Psychologie/Psychotherapie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
2680;Reiß S;32104;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
2681;Beyer A;56747;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
2683;Müller M;32529;237;Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
2686;Riedel K;45093;243;Institut für Mikrobiologie / Abteilung Mikrobielle Physiologie und Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Riedel;Anna Katharina Maria;Institut für Mikrobiologie
2691;Grothe M;1927;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;Grothe;Matthias;Klinik und Poliklinik für Neurologie
2701;Deuter A;3632;16;Klinik und Poliklinik für Hautkrankheiten;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Hautkrankheiten
2705;Ziesemer S;32360;246;Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere;2;Mathematisch-Naturwissenschaftliche Fakultät;Ziesemer;Sabine;Zoologisches Institut und Museum
2706;Hildebrandt J;33733;246;Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere;2;Mathematisch-Naturwissenschaftliche Fakultät;Hildebrandt;Jan-Peter;Zoologisches Institut und Museum
2707;Müller C;33734;246;Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere;2;Mathematisch-Naturwissenschaftliche Fakultät;Müller;Christian;Zoologisches Institut und Museum
2721;Scharf C;1164;15;Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie;1;Universitätsmedizin Greifswald;Scharf;Christian;Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
2731;Hopp M;23188;25;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
2749;Puttscher M;45038;155;Institut für Physik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Physik
2756;Obst A;1246;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;Obst;Anne;Zentrum für Innere Medizin
2759;Abel P;132;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;Abel;Peter;Zentrum für Innere Medizin
2761;Stecher S;1174;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
2762;Schwabe A;49800;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
2763;Chamseddin C;31447;94;Universitätsapotheke;1;Universitätsmedizin Greifswald;NaN;NaN;Universitätsapotheke
2764;Jira T;33788;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
2767;Fischer K;41223;247;Zoologisches Institut und Museum / AG Tierökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
2768;Franke K;32315;247;Zoologisches Institut und Museum / AG Tierökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
2771;Klockmann M;53298;247;Zoologisches Institut und Museum / AG Tierökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
2772;Karl I;32439;247;Zoologisches Institut und Museum / AG Tierökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
2777;Thein E;2139;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
2778;Preez H;15;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;Preez;Helma;Institut für Klinische Chemie und Laboratoriumsmedizin
2784;Kerth G;45018;248;Zoologisches Institut und Museum / AG Angewandte Zoologie und Naturschutz;2;Mathematisch-Naturwissenschaftliche Fakultät;Kerth;Gerald;Zoologisches Institut und Museum
2786;Moock J;956;62;Institut für Community Medicine/ Abteilung für Methoden der Community Medicine;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
2789;Schwalm A;59972;62;Institut für Community Medicine/ Abteilung für Methoden der Community Medicine;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
2795;Zang S;60058;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2797;Schaletzki Y;3624;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2798;Bröderdorf S;19847;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;Bröderdorf;Susanne;Institut für Pharmakologie
2800;Baumann T;48783;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2801;Feldtmann R;49780;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
2804;Wolf S;60071;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2805;Geissler I;60073;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
2811;Oelze M;47693;236;Institut für Pharmazie, AK Klinische Pharmazie (Leitung: Prof. Dr. Christoph Ritter);2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie, AK Klinische Pharmazie (Leitung: Prof. Dr. Christoph Ritter)
2823;Bindrim Y;49282;293;Institut für Fennistik und Skandinavistik / LS für Fennistik;3;Philosophische Fakultät;Bindrim;Yvonne;Institut für Fennistik und Skandinavistik
2829;Diesing K;47681;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
2850;Bartel J;45066;241;Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics;2;Mathematisch-Naturwissenschaftliche Fakultät;Bartel;Jürgen;Institut für Mikrobiologie
2851;Büttner K;33872;243;Institut für Mikrobiologie / Abteilung Mikrobielle Physiologie und Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Büttner;Knut;Institut für Mikrobiologie
2853;Voigt B;32980;237;Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
2854;Antelmann H;32606;237;Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
2858;Schweder T;31944;235;Institut für Pharmazie / AG Pharmazeutische Biotechnologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Schweder;Thomas;Institut für Pharmazie
2871;Zühlke D;32602;243;Institut für Mikrobiologie / Abteilung Mikrobielle Physiologie und Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Zühlke;Daniela;Institut für Mikrobiologie
2873;Eymann C;31891;237;Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
2877;Wachlin G;44959;237;Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
2891;Markert S;32737;235;Institut für Pharmazie / AG Pharmazeutische Biotechnologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Markert;Stephanie;Institut für Pharmazie
2896;Gerth U;33912;237;Institut für Mikrobiologie / Ehemalige Abteilung Mikrobenphysiologie & Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Gerth;Ulf;Institut für Mikrobiologie
